file,seg_type,seg_start,seg_end,seg_duration,mfa_duration,word,word_start,word_end,phrase_num,local_speech_rate
3041_SpeechPBJProcedural_InPerson_20190424,T,43.682,43.697,0.0150000000000006,0.109999999999999,table,43.5828,44.1728,16,3.33333333333334
3041_SpeechPBJProcedural_InPerson_20190424,T,49.922,49.938,0.0160000000000053,0.0399999999999991,take,49.8928,50.1028,20,3.921568627451
3041_SpeechPBJProcedural_InPerson_20190424,P,51.366,51.388,0.0219999999999985,0.0400000000000063,put,51.3428,51.6928,21,3.3898305084746
3041_SpeechPBJProcedural_InPerson_20190424,T,53.415,53.43,0.0150000000000006,0.0300000000000011,two,53.3928,53.7728,23,1.52671755725191
3041_SpeechPBJProcedural_InPerson_20190424,P,59.072,59.09,0.0180000000000007,0.0300000000000011,put,59.0528,59.3728,26,3.82022471910113
3041_SpeechPBJProcedural_InPerson_20190424,P,60.909,60.932,0.0230000000000032,0.0399999999999991,put,60.8828,61.1228,26,3.82022471910113
3041_SpeechPBJProcedural_InPerson_20190424,K,64.066,64.088,0.0219999999999914,0.0400000000000063,cap,64.0428,64.4128,27,3.27868852459017
3041_SpeechPBJProcedural_InPerson_20190424,P,65.515,65.53,0.0150000000000006,0.100000000000009,peanut,65.4228,65.8228,27,3.27868852459017
3041_SpeechPBJProcedural_InPerson_20190424,K,67.565,67.587,0.0220000000000056,0.0800000000000125,cap,67.5028,67.8328,28,4.1958041958042
3041_SpeechPBJProcedural_InPerson_20190424,P,70.734,70.749,0.0150000000000006,0.039999999999992,peanut,70.7128,71.1228,29,3.33333333333334
3043_SpeechPBJProcedural_InPerson_20190418,P,6.525,6.591,0.0659999999999998,0.18,peanut,6.4085,6.8285,1,5.79710144927536
3043_SpeechPBJProcedural_InPerson_20190418,B,6.83,6.849,0.0190000000000001,0.0300000000000002,butter,6.8285,7.0485,1,5.79710144927536
3043_SpeechPBJProcedural_InPerson_20190418,P,12.805,12.86,0.0549999999999997,0.0800000000000001,peanut,12.7785,13.1685,3,4.72972972972973
3043_SpeechPBJProcedural_InPerson_20190418,D,16.509,16.524,0.0150000000000006,0.0500000000000007,don't,16.4785,16.7785,5,5.2896725440806
3043_SpeechPBJProcedural_InPerson_20190418,T,18.231,18.301,0.0699999999999967,0.0700000000000003,to,18.2285,18.3285,5,5.2896725440806
3043_SpeechPBJProcedural_InPerson_20190418,G,18.377,18.395,0.0180000000000007,0.0800000000000018,go,18.3285,18.4785,5,5.2896725440806
